participant_id,device,accuracy_deg,rms_precision_deg,data_loss,valid_trial_share,sampling_rate_hz
SYN-P-0241,professional,0.482206,0.293486,0.051559,0.945028,122.525594
SYN-P-0242,professional,0.617883,0.423516,0.066761,0.974714,118.038199
SYN-P-0243,professional,0.713016,0.388827,0.032123,0.982335,117.638176
SYN-P-0244,professional,0.437216,0.214845,0.049574,0.974297,120.195721
SYN-P-0245,professional,0.731119,0.278138,0.006688,0.978319,115.725132
SYN-P-0246,professional,0.649818,0.400948,0.044043,1.0,118.699777
SYN-P-0247,professional,0.812948,0.217009,0.02244,0.966919,123.879051
SYN-P-0248,professional,0.773126,0.191354,0.055936,0.993484,115.530285
SYN-P-0249,professional,0.393494,0.289072,0.020961,0.965414,118.137318
SYN-P-0250,professional,0.608403,0.278604,0.031568,0.981091,125.407958
SYN-P-0251,professional,0.489917,0.167246,0.038492,0.975745,121.180701
SYN-P-0252,professional,0.916837,0.277228,0.017241,0.973343,121.670675
SYN-P-0253,professional,0.60738,0.187605,0.01097,0.984994,122.990115
SYN-P-0254,professional,0.680362,0.285881,0.054908,0.958895,122.6531
SYN-P-0255,professional,0.595206,0.264308,0.04131,0.962755,121.953709
SYN-P-0256,professional,0.436997,0.295519,0.062654,1.0,116.470457
SYN-P-0257,professional,0.685813,0.256095,0.042464,0.992438,117.618624
SYN-P-0258,professional,0.403676,0.265765,0.048077,0.98149,114.620431
SYN-P-0259,professional,0.622007,0.429255,0.026678,0.997411,120.100312
SYN-P-0260,professional,0.628638,0.411181,0.022009,1.0,112.815729
SYN-P-0261,professional,0.743768,0.295852,0.047819,0.965282,111.712996
SYN-P-0262,professional,0.555698,0.133976,0.035532,0.960961,117.364597
SYN-P-0263,professional,0.648222,0.259683,0.054809,0.985087,116.076527
SYN-P-0264,professional,0.518564,0.222447,0.04,0.99104,121.08168
SYN-P-0265,professional,0.788525,0.328945,0.057982,0.964835,126.347022
SYN-P-0266,professional,0.633387,0.141875,0.02673,0.971991,124.247753
SYN-P-0267,professional,0.51968,0.340519,0.025781,0.961153,123.093239
SYN-P-0268,professional,0.431769,0.350297,0.02744,0.967879,123.107473
SYN-P-0269,professional,0.721831,0.340491,0.067962,0.972089,115.071866
SYN-P-0270,professional,0.78417,0.224867,0.029003,0.979632,120.728449
SYN-P-0271,professional,0.913613,0.211675,0.04611,0.981843,119.391043
SYN-P-0272,professional,0.806991,0.332876,0.057,0.968168,119.981893
SYN-P-0273,professional,0.578192,0.404296,0.071734,0.96772,115.922967
SYN-P-0274,professional,0.806605,0.066195,0.064334,0.968211,117.834502
SYN-P-0275,professional,0.860138,0.333285,0.045739,0.964141,118.254062
SYN-P-0276,professional,0.783713,0.330117,0.065779,0.986994,126.005292
SYN-P-0277,professional,0.669682,0.272597,0.023208,0.968917,124.758849
SYN-P-0278,professional,0.932287,0.209865,0.037323,0.98474,117.979382
SYN-P-0279,professional,0.827196,0.263634,0.058053,0.981431,114.912045
SYN-P-0280,professional,0.66426,0.183816,0.068881,0.988327,117.692873
SYN-P-0281,professional,0.552316,0.325676,0.049884,0.987479,126.136566
SYN-P-0282,professional,0.443087,0.188301,0.031724,0.975671,124.172508
SYN-P-0283,professional,0.900942,0.284824,0.051196,1.0,119.653185
SYN-P-0284,professional,0.776789,0.270209,0.037282,0.966455,115.023597
SYN-P-0285,professional,0.613244,0.17537,0.034394,0.989866,119.087661
SYN-P-0286,professional,0.807798,0.303079,0.059596,0.972554,124.723088
SYN-P-0287,professional,0.508056,0.233772,0.031664,0.992781,116.8954
SYN-P-0288,professional,0.738347,0.234497,0.047789,0.98496,118.246285
SYN-P-0289,professional,0.800327,0.193559,0.020264,0.978837,122.208991
SYN-P-0290,professional,0.753702,0.268741,0.037661,0.980475,114.467095
SYN-P-0291,professional,0.684612,0.344297,0.086962,0.978638,117.399238
SYN-P-0292,professional,0.384717,0.255546,0.018963,0.946451,119.035458
SYN-P-0293,professional,0.897638,0.332609,0.009867,0.998837,124.894598
SYN-P-0294,professional,0.748475,0.315428,0.028415,0.954198,121.42755
SYN-P-0295,professional,0.914763,0.294002,0.057108,0.942973,119.196951
SYN-P-0296,professional,0.641641,0.388995,0.018251,0.968704,117.741836
SYN-P-0297,professional,0.843881,0.21669,0.048748,0.969117,116.63834
SYN-P-0298,professional,0.61603,0.202366,0.025761,0.958336,120.489785
SYN-P-0299,professional,0.396656,0.202443,0.019386,0.98725,120.373521
SYN-P-0300,professional,0.788565,0.256242,0.063908,1.0,118.639998
SYN-P-0301,professional,0.560545,0.282113,0.052645,0.989424,121.072615
SYN-P-0302,professional,0.70641,0.408474,0.06246,1.0,122.355779
SYN-P-0303,professional,0.769969,0.197684,0.067662,0.982744,120.204052
SYN-P-0304,professional,0.867581,0.161048,0.048628,0.986101,118.576273
SYN-P-0305,professional,0.536783,0.188175,0.017792,0.998376,117.46234
SYN-P-0306,professional,0.839369,0.305386,0.033637,0.981595,117.186077
SYN-P-0307,professional,0.496594,0.347082,0.014913,0.991319,119.169723
SYN-P-0308,professional,0.647457,0.382884,0.029789,0.940588,115.194372
SYN-P-0309,professional,0.645977,0.322164,0.02717,1.0,120.654672
SYN-P-0310,professional,0.561995,0.155174,0.0,1.0,125.601502
SYN-P-0311,professional,0.63754,0.404184,0.04275,0.967462,119.579038
SYN-P-0312,professional,0.56974,0.142231,0.020391,0.954697,118.714202
SYN-P-0313,professional,0.701843,0.224214,0.058131,0.986653,124.610531
SYN-P-0314,professional,0.590699,0.216345,0.036139,0.984131,119.578515
SYN-P-0315,professional,0.559763,0.331396,0.060991,0.993095,120.190994
SYN-P-0316,professional,0.512649,0.278964,0.08313,0.98913,119.958092
SYN-P-0317,professional,0.69061,0.449739,0.071206,0.974904,118.946933
SYN-P-0318,professional,0.66667,0.190807,0.056975,0.992187,117.6757
SYN-P-0319,professional,0.936578,0.360153,0.063439,0.962713,126.357103
SYN-P-0320,professional,0.914892,0.352394,0.051686,0.979785,124.635038
SYN-P-0321,professional,0.860851,0.261339,0.032696,0.944884,119.382044
SYN-P-0322,professional,0.639129,0.220069,0.031342,0.987739,122.971766
SYN-P-0323,professional,0.63853,0.324838,0.0,0.976841,120.241162
SYN-P-0324,professional,0.474439,0.24836,0.060103,0.95889,120.121248
SYN-P-0325,professional,0.290958,0.177638,0.03621,1.0,122.037426
SYN-P-0326,professional,0.383939,0.37347,0.067327,1.0,118.532534
SYN-P-0327,professional,0.545648,0.184282,0.03278,0.984982,121.028736
SYN-P-0328,professional,0.538825,0.337439,0.015961,0.958607,118.45337
SYN-P-0329,professional,0.794011,0.340861,0.0,0.992601,123.534125
SYN-P-0330,professional,0.863754,0.246374,0.023577,0.970754,121.10673
SYN-P-0331,professional,0.639452,0.290104,0.021841,0.98767,119.720769
SYN-P-0332,professional,0.622631,0.36912,0.064777,0.96451,122.893806
SYN-P-0333,professional,0.601882,0.298935,0.035043,0.957872,115.516295
SYN-P-0334,professional,0.519221,0.33025,0.027158,0.984706,118.971054
SYN-P-0335,professional,0.612199,0.347713,0.052578,0.972818,116.743648
SYN-P-0336,professional,0.753737,0.169834,0.049035,1.0,124.991318
SYN-P-0337,professional,0.628484,0.336723,0.022959,0.966073,121.206859
SYN-P-0338,professional,1.071224,0.23326,0.058645,0.973815,112.421452
SYN-P-0339,professional,0.718608,0.203562,0.055766,0.993994,122.812242
SYN-P-0340,professional,0.417335,0.223389,0.024969,0.989122,123.357644
SYN-P-0341,professional,0.673209,0.304524,0.044065,0.961973,117.257153
SYN-P-0342,professional,0.512506,0.33813,0.032398,0.972088,115.638865
SYN-P-0343,professional,0.639843,0.389528,0.029046,0.977377,120.62573
SYN-P-0344,professional,0.876381,0.536946,0.017626,0.986361,121.850235
SYN-P-0345,professional,0.759508,0.272234,0.058246,0.975106,120.480709
SYN-P-0346,professional,0.662089,0.427384,0.069694,0.993836,121.403977
SYN-P-0347,professional,0.527271,0.125781,0.063571,0.972787,122.695525
SYN-P-0348,professional,0.350536,0.242655,0.078657,0.96514,115.816002
SYN-P-0349,professional,0.565975,0.333694,0.071972,0.971279,123.386135
SYN-P-0350,professional,0.467111,0.130511,0.048896,0.975559,119.489908
SYN-P-0351,professional,0.21931,0.336684,0.072887,0.979183,118.484285
SYN-P-0352,professional,0.779754,0.357797,0.055694,0.973468,124.733441
SYN-P-0353,professional,0.587503,0.174514,0.049808,0.969241,124.439095
SYN-P-0354,professional,0.417028,0.363126,0.060493,0.982675,120.53378
SYN-P-0355,professional,0.487017,0.241626,0.039078,0.964338,114.293012
SYN-P-0356,professional,0.365552,0.275084,0.057995,0.967574,121.926122
SYN-P-0357,professional,0.698805,0.169457,0.027217,0.994618,120.087111
SYN-P-0358,professional,0.735048,0.115865,0.027739,0.986117,118.44528
SYN-P-0359,professional,0.45027,0.275843,0.010125,0.977157,125.81419
SYN-P-0360,professional,0.624685,0.06732,0.049137,0.952945,115.190027
SYN-P-0361,professional,0.611618,0.162673,0.061492,0.978669,128.542107
SYN-P-0362,professional,0.768706,0.239208,0.022235,0.961056,119.616558
SYN-P-0363,professional,0.494555,0.217303,0.033252,0.948001,120.296947
SYN-P-0364,professional,0.722789,0.275393,0.059189,0.992323,121.137854
SYN-P-0365,professional,0.659818,0.101526,0.029796,0.992385,115.012284
SYN-P-0366,professional,0.710211,0.249671,0.034902,0.991777,112.670248
SYN-P-0367,professional,0.907214,0.137421,0.029954,0.986441,113.62884
SYN-P-0368,professional,0.871486,0.142817,0.028973,0.978255,119.127785
SYN-P-0369,professional,0.699002,0.314139,0.045999,0.959344,121.281453
SYN-P-0370,professional,0.578755,0.093598,0.040874,1.0,123.993747
SYN-P-0371,professional,0.682279,0.297755,0.038615,1.0,119.742796
SYN-P-0372,professional,0.765936,0.279206,0.025012,0.972449,127.516451
SYN-P-0373,professional,0.706797,0.101454,0.002163,0.988312,121.830726
SYN-P-0374,professional,0.60269,0.335024,0.047376,0.98958,119.794495
SYN-P-0375,professional,0.675104,0.269228,0.042672,0.989354,122.220915
SYN-P-0376,professional,0.666357,0.297948,0.063719,1.0,115.950481
SYN-P-0377,professional,0.808763,0.248809,0.046503,0.969229,122.364099
SYN-P-0378,professional,0.663695,0.290359,0.028139,0.975945,117.883006
SYN-P-0379,professional,0.492274,0.200269,0.057948,1.0,126.660063
SYN-P-0380,professional,0.241824,0.321082,0.033711,0.983695,119.062687
SYN-P-0381,professional,0.550507,0.16426,0.051718,0.954898,120.288839
SYN-P-0382,professional,0.613031,0.269548,0.039636,0.969187,124.450123
SYN-P-0383,professional,0.511156,0.13596,0.063493,0.990702,122.736957
SYN-P-0384,professional,0.714813,0.35173,0.001227,0.982666,123.498461
SYN-P-0385,professional,0.602812,0.283633,0.049056,0.995626,115.292576
SYN-P-0386,professional,0.711944,0.171433,0.037384,0.994394,104.767183
SYN-P-0387,professional,0.730238,0.344364,0.06146,0.980084,120.606006
SYN-P-0388,professional,0.840798,0.245615,0.040821,0.963566,121.028246
SYN-P-0389,professional,0.618262,0.322827,0.009536,0.974481,116.557032
SYN-P-0390,professional,0.818124,0.317616,0.061739,0.975727,118.79384
SYN-P-0391,professional,0.522017,0.414807,0.047546,0.976075,121.824825
SYN-P-0392,professional,1.004308,0.184028,0.039219,0.980927,118.212394
SYN-P-0393,professional,0.402508,0.257871,0.02272,0.968171,122.844829
SYN-P-0394,professional,0.72533,0.324108,0.017135,0.976039,113.497506
SYN-P-0395,professional,0.596515,0.209351,0.010651,0.964019,117.588345
SYN-P-0396,professional,0.489232,0.198367,0.066496,0.988126,124.124158
SYN-P-0397,professional,0.853701,0.088075,0.05596,0.990581,119.877223
SYN-P-0398,professional,0.491163,0.222767,0.037942,0.95861,113.576748
SYN-P-0399,professional,0.64168,0.307884,0.059895,0.996181,126.936008
SYN-P-0400,professional,0.925816,0.322485,0.014796,0.98529,110.790591
SYN-P-0401,professional,0.966793,0.163807,0.027943,0.971456,126.693953
SYN-P-0402,professional,0.604436,0.311361,0.043256,0.992961,122.806772
SYN-P-0403,professional,0.632971,0.296285,0.056306,0.990677,117.851597
SYN-P-0404,professional,0.599315,0.221687,0.027637,0.984293,119.283919
SYN-P-0405,professional,0.486084,0.267728,0.034294,0.967306,124.68973
SYN-P-0406,professional,0.719498,0.214883,0.032116,0.992277,114.301257
SYN-P-0407,professional,0.716288,0.389291,0.056001,0.945652,114.376826
SYN-P-0408,professional,0.603912,0.331494,0.068428,0.971745,122.930826
SYN-P-0409,professional,0.606334,0.308385,0.033278,0.972662,118.390871
SYN-P-0410,professional,0.797233,0.311545,0.023735,0.993002,116.384375
SYN-P-0411,professional,0.768847,0.199291,0.093095,0.966938,124.302434
SYN-P-0412,professional,0.532178,0.394448,0.02291,0.963331,121.429171
SYN-P-0413,professional,0.969975,0.380121,0.059938,0.992992,117.568723
SYN-P-0414,professional,0.593038,0.162499,0.046882,0.994993,114.37718
SYN-P-0415,professional,0.617023,0.241875,0.046797,0.994998,120.437654
SYN-P-0416,professional,0.757211,0.192098,0.035579,0.984629,121.630515
SYN-P-0417,professional,0.898734,0.271457,0.038962,0.987772,115.219212
SYN-P-0418,professional,0.466213,0.072534,0.057851,0.98792,116.126853
SYN-P-0419,professional,0.915878,0.209262,0.01793,0.962439,121.506642
SYN-P-0420,professional,0.742755,0.228146,0.037756,0.957674,120.015565
SYN-P-0421,professional,0.677865,0.269886,0.058701,0.973368,115.498001
SYN-P-0422,professional,0.440841,0.155054,0.038464,0.977933,122.409143
SYN-P-0423,professional,0.659666,0.24434,0.036677,0.974107,117.936685
SYN-P-0424,professional,0.540925,0.293986,0.082553,1.0,125.121084
SYN-P-0425,professional,0.713521,0.2186,0.036375,0.976332,121.419337
SYN-P-0426,professional,0.786062,0.28512,0.044467,0.97023,124.934303
SYN-P-0427,professional,0.441714,0.28688,0.032119,0.976901,124.711893
SYN-P-0428,professional,0.634544,0.26574,0.036104,0.988255,118.282419
SYN-P-0429,professional,0.897719,0.128718,0.061662,0.980374,115.977098
SYN-P-0430,professional,0.594257,0.317493,0.016627,0.972796,123.515656
SYN-P-0431,professional,0.64245,0.33416,0.025718,0.962964,116.016438
SYN-P-0432,professional,1.024736,0.229401,0.032922,0.974535,115.015505
SYN-P-0433,professional,0.853672,0.238313,0.048694,0.97374,123.825574
SYN-P-0434,professional,0.785575,0.285887,0.042814,0.943585,122.971754
SYN-P-0435,professional,0.857807,0.294214,0.007925,0.970205,122.23022
SYN-P-0436,professional,0.951001,0.316139,0.030657,0.98627,119.717791
SYN-P-0437,professional,0.543615,0.331518,0.03301,0.981119,116.06551
SYN-P-0438,professional,0.598346,0.228817,0.019309,0.955329,115.058842
SYN-P-0439,professional,0.792008,0.271307,0.054911,0.978025,120.026693
SYN-P-0440,professional,0.44422,0.30787,0.062419,0.966218,125.004437
SYN-P-0441,professional,0.642209,0.356718,0.061762,0.970148,117.845842
SYN-P-0442,professional,0.443672,0.320489,0.022132,0.969674,119.176945
SYN-P-0443,professional,0.73694,0.260844,0.021777,0.993197,120.746894
SYN-P-0444,professional,0.533873,0.288209,0.024819,0.96328,115.483489
SYN-P-0445,professional,0.645717,0.227983,0.029152,0.962075,122.549683
SYN-P-0446,professional,0.52063,0.274629,0.047764,0.979744,117.418038
SYN-P-0447,professional,0.785484,0.315472,0.04021,0.991412,119.736492
SYN-P-0448,professional,0.779433,0.246266,0.0,0.949911,123.19243
SYN-P-0449,professional,0.651991,0.346683,0.05753,0.956772,117.08551
SYN-P-0450,professional,0.869485,0.319357,0.037232,0.969602,117.618417
SYN-P-0451,professional,0.841917,0.233575,0.027171,0.961402,120.668896
SYN-P-0452,professional,0.487777,0.355988,0.02621,0.976139,124.330027
SYN-P-0453,professional,0.683484,0.161235,0.034173,0.995904,121.20896
SYN-P-0454,professional,0.78672,0.34459,0.046476,0.972726,123.966931
SYN-P-0455,professional,0.848307,0.211136,0.035829,0.999182,124.021008
SYN-P-0456,professional,0.737536,0.293955,0.069315,0.996797,115.070429
SYN-P-0457,professional,0.742435,0.339941,0.0,0.96778,118.273657
SYN-P-0458,professional,0.681271,0.227006,0.034271,1.0,116.672884
SYN-P-0459,professional,0.682005,0.169806,0.045848,0.987733,120.221441
SYN-P-0460,professional,0.603598,0.28517,0.063073,0.984677,122.151224
SYN-P-0461,professional,0.576233,0.117684,0.050305,0.979714,119.53669
SYN-P-0462,professional,0.729322,0.341516,0.042547,0.973409,121.047211
SYN-P-0463,professional,0.594809,0.288141,0.00772,0.984136,115.777516
SYN-P-0464,professional,0.735166,0.315548,0.07909,1.0,112.705585
SYN-P-0465,professional,0.593977,0.288499,0.031736,0.972675,117.81298
SYN-P-0466,professional,0.543402,0.405542,0.041999,0.983206,115.82774
SYN-P-0467,professional,0.513889,0.264806,0.077419,0.973047,121.686874
SYN-P-0468,professional,0.68405,0.282659,0.051342,0.998032,117.986978
SYN-P-0469,professional,0.520411,0.350217,0.033302,0.989808,117.938397
SYN-P-0470,professional,0.563579,0.27342,0.043793,0.971841,119.391358
SYN-P-0471,professional,0.461507,0.346625,0.024713,0.995786,125.045286
SYN-P-0472,professional,0.967822,0.343695,0.064902,0.96662,113.608199
SYN-P-0473,professional,0.76267,0.221128,0.052914,0.982195,117.603882
SYN-P-0474,professional,0.64837,0.310716,0.059213,0.971855,118.156689
SYN-P-0475,professional,0.651938,0.336573,0.068047,0.98479,120.200167
SYN-P-0476,professional,0.7817,0.271211,0.043135,0.964216,121.758487
SYN-P-0477,professional,0.478696,0.383279,0.010295,0.964317,122.555825
SYN-P-0478,professional,0.421799,0.420633,0.052118,0.967284,122.786521
SYN-P-0479,professional,0.721186,0.208014,0.037649,0.993084,118.913518
SYN-P-0480,professional,0.498721,0.243636,0.030697,0.994313,118.638421
SYN-P-0481,professional,0.275272,0.161695,0.038525,0.960283,118.469636
SYN-P-0482,professional,0.674223,0.198453,0.008069,0.999,118.424071
SYN-P-0483,professional,0.526915,0.367514,0.058505,0.965818,114.189023
SYN-P-0484,professional,0.752623,0.29415,0.026538,0.98781,122.64639
SYN-P-0485,professional,0.652476,0.520953,0.032819,0.991735,118.468865
SYN-P-0486,professional,0.621284,0.237078,0.027411,0.985003,117.877924
SYN-P-0487,professional,0.590098,0.426875,0.035162,0.977886,119.787991
SYN-P-0488,professional,0.728981,0.176198,0.00889,0.938388,119.327098
SYN-P-0489,professional,0.470553,0.294678,0.059332,0.991952,126.752897
SYN-P-0490,professional,0.39704,0.159627,0.053539,0.943606,125.407332
SYN-P-0491,professional,0.580385,0.233588,0.014799,0.977791,115.406119
SYN-P-0492,professional,0.596696,0.209548,0.033749,0.971931,125.396278
SYN-P-0493,professional,0.728962,0.32981,0.026337,0.980297,125.642997
SYN-P-0494,professional,0.554337,0.42806,0.057381,0.99032,118.759843
SYN-P-0495,professional,0.712193,0.358828,0.05708,0.964288,118.322853
SYN-P-0496,professional,0.994083,0.123613,0.047382,0.985986,116.920242
SYN-P-0497,professional,0.629926,0.173781,0.024431,1.0,121.791292
SYN-P-0498,professional,0.791134,0.368303,0.024866,0.959777,112.972354
SYN-P-0499,professional,0.567347,0.41618,0.040894,0.945655,117.029963
SYN-P-0500,professional,0.716666,0.273691,0.066191,0.986445,117.697305
